STILL,13:23:47
WALKING,13:23:47
WALKING,13:27:50
IN VEHICLE,13:27:50
IN VEHICLE,13:34:56
WALKING,13:34:56
WALKING,13:37:59
RUNNING,13:37:59
RUNNING,13:39:59
WALKING,13:39:59
WALKING,13:40:55
STILL,13:40:55
STILL,13:47:03
WALKING,13:47:03
WALKING,13:52:04
STILL,13:52:04
STILL,13:53:04
WALKING,13:53:04
WALKING,14:02:08
STILL,14:02:08
STILL,14:03:08
WALKING,14:03:08
WALKING,14:05:16
STILL,14:05:16
